class	time_point	avg_expression
ENSG00000145936.8	peaking	H036	3.53083
ENSG00000114812.12	peaking	H036	3.85292
ENSG00000099840.13	peaking	H036	3.88583
ENSG00000122188.12	peaking	H036	4.26875
ENSG00000182809.10	peaking	H036	6.09625
ENSG00000151136.14	peaking	H036	6.97333
ENSG00000108984.13	peaking	H036	7.33083
ENSG00000116774.11	peaking	H036	7.40917
ENSG00000169083.15	peaking	H036	8.02542
ENSG00000148411.7	peaking	H036	8.03917
ENSG00000134242.15	peaking	H036	8.38125
ENSG00000143061.17	peaking	H036	8.88625
ENSG00000103196.11	peaking	H036	9.14042
ENSG00000148344.10	peaking	H036	9.36708
ENSG00000134013.15	peaking	H036	10.9962
ENSG00000133246.11	peaking	H036	11.1992
ENSG00000263961.6	peaking	H036	11.4246
ENSG00000213903.8	peaking	H036	12.7188
ENSG00000134222.16	peaking	H036	12.7954
ENSG00000122707.11	peaking	H036	14.1083
ENSG00000183307.3	peaking	H036	14.5017
ENSG00000008853.16	peaking	H036	15.4879
ENSG00000109762.15	peaking	H036	16.0054
ENSG00000196684.12	peaking	H036	16.5592
ENSG00000090020.10	peaking	H036	16.8829
ENSG00000139626.15	peaking	H036	17.1125
ENSG00000158062.20	peaking	H036	18.3075
ENSG00000128487.16	peaking	H036	18.3154
ENSG00000125245.12	peaking	H036	18.3704
ENSG00000143669.13	peaking	H036	19.1092
ENSG00000165810.16	peaking	H036	19.5275
ENSG00000136305.11	peaking	H036	19.8317
ENSG00000172164.13	peaking	H036	22
ENSG00000085265.10	peaking	H036	23.6163
ENSG00000157800.17	peaking	H036	26.3667
ENSG00000141401.11	peaking	H036	26.6754
ENSG00000159723.4	peaking	H036	30.4087
ENSG00000111231.8	peaking	H036	31.7917
ENSG00000164691.16	peaking	H036	37.9371
ENSG00000105011.8	peaking	H036	39.2242
ENSG00000126883.16	peaking	H036	45.7842
ENSG00000123405.13	peaking	H036	46.2133
ENSG00000104918.7	peaking	H036	46.3104
ENSG00000172785.18	peaking	H036	52.855
ENSG00000184584.12	peaking	H036	58.0337
ENSG00000240184.6	peaking	H036	58.1804
ENSG00000138964.16	peaking	H036	58.2167
ENSG00000177663.13	peaking	H036	59.7642
ENSG00000072864.12	peaking	H036	67.5667
ENSG00000043462.11	peaking	H036	87.2729
ENSG00000111144.9	peaking	H036	110.186
ENSG00000189171.14	peaking	H036	141.018
ENSG00000177156.10	peaking	H036	218.019
ENSG00000140968.10	peaking	H036	223.471
ENSG00000100345.20	peaking	H036	223.962
ENSG00000136167.13	peaking	H036	589.512
ENSG00000132965.9	peaking	H036	613.645
ENSG00000204475.9	peaking	H048	0.504167
ENSG00000100079.6	peaking	H048	0.604583
ENSG00000213694.3	peaking	H048	0.608333
ENSG00000149418.10	peaking	H048	0.615833
ENSG00000253368.3	peaking	H048	0.647083
ENSG00000158825.5	peaking	H048	0.902083
ENSG00000166016.5	peaking	H048	0.923333
ENSG00000176358.15	peaking	H048	1.01125
ENSG00000116254.17	peaking	H048	1.06958
ENSG00000140937.13	peaking	H048	1.21792
ENSG00000225873.2	peaking	H048	1.21958
ENSG00000116824.4	peaking	H048	1.29458
ENSG00000159339.13	peaking	H048	1.35667
ENSG00000124212.5	peaking	H048	1.49542
ENSG00000163993.6	peaking	H048	1.57708
ENSG00000137834.14	peaking	H048	1.59667
ENSG00000117115.12	peaking	H048	1.85958
ENSG00000198848.12	peaking	H048	1.90542
ENSG00000121807.5	peaking	H048	1.96458
ENSG00000171236.9	peaking	H048	2.0275
ENSG00000156414.18	peaking	H048	3.03458
ENSG00000086300.15	peaking	H048	3.16167
ENSG00000005249.12	peaking	H048	3.2975
ENSG00000164047.4	peaking	H048	3.46417
ENSG00000084110.10	peaking	H048	3.47792
ENSG00000108932.11	peaking	H048	3.69875
ENSG00000169252.5	peaking	H048	4.28708
ENSG00000129116.17	peaking	H048	4.32458
ENSG00000014914.19	peaking	H048	4.67417
ENSG00000158156.7	peaking	H048	5.69125
ENSG00000125968.8	peaking	H048	7.8125
ENSG00000196083.9	peaking	H048	7.95667
ENSG00000188404.8	peaking	H048	8.22042
ENSG00000169245.5	peaking	H048	9.295
ENSG00000257017.8	peaking	H048	9.31333
ENSG00000105514.7	peaking	H048	10.875
ENSG00000076662.9	peaking	H048	11.3246
ENSG00000134243.11	peaking	H048	13.9708
ENSG00000137177.18	peaking	H048	14.6862
ENSG00000170234.12	peaking	H048	14.8096
ENSG00000111913.15	peaking	H048	16.1487
ENSG00000127824.13	peaking	H048	17.1587
ENSG00000127946.16	peaking	H048	17.6142
ENSG00000164211.12	peaking	H048	18.5537
ENSG00000134256.12	peaking	H048	19.94
ENSG00000111275.12	peaking	H048	21.3767
ENSG00000168404.12	peaking	H048	23.5308
ENSG00000101236.16	peaking	H048	25.5342
ENSG00000122694.15	peaking	H048	26.0971
ENSG00000158470.5	peaking	H048	27.6663
ENSG00000163171.7	peaking	H048	30.9942
ENSG00000069974.15	peaking	H048	37.3708
ENSG00000165879.8	peaking	H048	44.8042
ENSG00000142405.21	peaking	H048	47.2333
ENSG00000088766.11	peaking	H048	49.1129
ENSG00000196873.15	peaking	H048	51.2379
ENSG00000112977.15	peaking	H048	52.3663
ENSG00000139278.9	peaking	H048	53.4329
ENSG00000019991.15	peaking	H048	53.6446
ENSG00000181274.6	peaking	H048	58.4425
ENSG00000165071.14	peaking	H048	59.1354
ENSG00000136682.14	peaking	H048	62.225
ENSG00000133101.9	peaking	H048	69.0179
ENSG00000148700.13	peaking	H048	69.9971
ENSG00000147454.13	peaking	H048	76.5821
ENSG00000101084.16	peaking	H048	79.0975
ENSG00000243147.7	peaking	H048	145.586
ENSG00000077420.15	peaking	H048	153.586
ENSG00000197006.13	peaking	H048	397.783
ENSG00000167553.14	peaking	H048	398.72
ENSG00000143546.9	peaking	H048	528.335
ENSG00000274736.4	peaking	H072	0.605417
ENSG00000141655.15	peaking	H072	0.617917
ENSG00000268790.5	peaking	H072	0.641667
ENSG00000073712.14	peaking	H072	0.69125
ENSG00000164171.10	peaking	H072	0.694583
ENSG00000176170.13	peaking	H072	0.792917
ENSG00000125780.11	peaking	H072	0.810417
ENSG00000106546.12	peaking	H072	0.833333
ENSG00000198108.3	peaking	H072	0.841667
ENSG00000124920.13	peaking	H072	0.9325
ENSG00000205277.9	peaking	H072	0.97625
ENSG00000188522.14	peaking	H072	0.9875
ENSG00000102794.9	peaking	H072	1.07833
ENSG00000133800.8	peaking	H072	1.21125
ENSG00000229859.8	peaking	H072	1.27167
ENSG00000205856.3	peaking	H072	1.4375
ENSG00000168334.8	peaking	H072	1.4825
ENSG00000078401.6	peaking	H072	1.5175
ENSG00000174939.10	peaking	H072	1.53542
ENSG00000175084.11	peaking	H072	1.565
ENSG00000139044.10	peaking	H072	1.61125
ENSG00000143067.4	peaking	H072	1.6875
ENSG00000182885.16	peaking	H072	1.81417
ENSG00000092067.5	peaking	H072	1.89458
ENSG00000185499.16	peaking	H072	1.95917
ENSG00000187957.7	peaking	H072	1.9875
ENSG00000114948.12	peaking	H072	2.15542
ENSG00000162390.17	peaking	H072	2.26667
ENSG00000095970.16	peaking	H072	2.28417
ENSG00000115009.11	peaking	H072	2.57167
ENSG00000127920.5	peaking	H072	2.60375
ENSG00000135083.14	peaking	H072	2.7075
ENSG00000169313.9	peaking	H072	2.805
ENSG00000031081.10	peaking	H072	2.80708
ENSG00000188643.10	peaking	H072	2.89792
ENSG00000269711.1	peaking	H072	2.98958
ENSG00000172543.7	peaking	H072	3.27042
ENSG00000087245.12	peaking	H072	4.09625
ENSG00000171621.13	peaking	H072	4.44375
ENSG00000124107.5	peaking	H072	4.56542
ENSG00000179604.9	peaking	H072	4.58083
ENSG00000167077.12	peaking	H072	4.86583
ENSG00000066056.13	peaking	H072	4.94167
ENSG00000188215.9	peaking	H072	5.2975
ENSG00000197632.8	peaking	H072	5.32792
ENSG00000160326.13	peaking	H072	5.43958
ENSG00000145287.10	peaking	H072	5.48958
ENSG00000163947.11	peaking	H072	5.51792
ENSG00000213648.10	peaking	H072	6.48667
ENSG00000104936.17	peaking	H072	6.58417
ENSG00000205336.11	peaking	H072	6.81583
ENSG00000130300.8	peaking	H072	6.8175
ENSG00000115107.19	peaking	H072	7.33125
ENSG00000120318.15	peaking	H072	7.42708
ENSG00000169385.2	peaking	H072	7.53167
ENSG00000182197.10	peaking	H072	7.74542
ENSG00000112195.8	peaking	H072	7.80292
ENSG00000019144.16	peaking	H072	8.2225
ENSG00000126262.4	peaking	H072	8.78875
ENSG00000106868.16	peaking	H072	8.88875
ENSG00000124731.12	peaking	H072	9.86125
ENSG00000154146.12	peaking	H072	10.3683
ENSG00000163874.8	peaking	H072	10.6304
ENSG00000161944.16	peaking	H072	10.9225
ENSG00000126759.12	peaking	H072	11.0612
ENSG00000184730.10	peaking	H072	11.8508
ENSG00000135636.13	peaking	H072	12.3083
ENSG00000153214.9	peaking	H072	12.3475
ENSG00000050405.13	peaking	H072	12.5546
ENSG00000120885.19	peaking	H072	13.1908
ENSG00000147889.16	peaking	H072	13.2021
ENSG00000183019.7	peaking	H072	14.3604
ENSG00000136379.11	peaking	H072	16.8367
ENSG00000263528.7	peaking	H072	17.5329
ENSG00000198363.15	peaking	H072	17.9979
ENSG00000091436.16	peaking	H072	19.0167
ENSG00000178209.14	peaking	H072	20.2896
ENSG00000113140.10	peaking	H072	20.7296
ENSG00000271503.5	peaking	H072	21.0933
ENSG00000198520.10	peaking	H072	21.1863
ENSG00000171617.13	peaking	H072	23.2933
ENSG00000176171.11	peaking	H072	24.3621
ENSG00000159363.17	peaking	H072	25.3383
ENSG00000125810.9	peaking	H072	27.6683
ENSG00000102897.9	peaking	H072	29.0563
ENSG00000182541.17	peaking	H072	31.1438
ENSG00000187838.16	peaking	H072	31.2075
ENSG00000102007.10	peaking	H072	31.675
ENSG00000166401.13	peaking	H072	38.1542
ENSG00000105329.9	peaking	H072	40.2233
ENSG00000104812.14	peaking	H072	40.3221
ENSG00000136830.11	peaking	H072	43.735
ENSG00000174695.9	peaking	H072	45.5337
ENSG00000125730.16	peaking	H072	52.2492
ENSG00000160211.15	peaking	H072	54.8329
ENSG00000173744.17	peaking	H072	60.9817
ENSG00000156515.21	peaking	H072	61.9917
ENSG00000179820.15	peaking	H072	73.4958
ENSG00000197747.8	peaking	H072	78.7683
ENSG00000172936.12	peaking	H072	78.7804
ENSG00000144136.10	peaking	H072	80.0042
ENSG00000134954.14	peaking	H072	86.195
ENSG00000176014.12	peaking	H072	89.7496
ENSG00000163221.8	peaking	H072	99.4567
ENSG00000169442.8	peaking	H072	123.269
ENSG00000198843.12	peaking	H072	126.85
ENSG00000276070.4	peaking	H072	152.174
ENSG00000132432.13	peaking	H072	182.167
ENSG00000138071.13	peaking	H072	204.509
ENSG00000088832.14	peaking	H072	207.454
ENSG00000139318.7	peaking	H072	224.862
ENSG00000103187.7	peaking	H072	265.749
ENSG00000173221.13	peaking	H072	277.977
ENSG00000115414.18	peaking	H072	291.315
ENSG00000196924.14	peaking	H072	291.617
ENSG00000171314.8	peaking	H072	301.465
ENSG00000102879.15	peaking	H072	308.266
ENSG00000131236.16	peaking	H072	318.869
ENSG00000111669.14	peaking	H072	536.077
ENSG00000067225.17	peaking	H072	757.347
ENSG00000123342.15	peaking	H120	2.27625
ENSG00000125740.13	peaking	H120	6.41083
ENSG00000128383.12	peaking	H120	6.77667
ENSG00000108688.11	peaking	H120	7.615
ENSG00000118113.11	peaking	H120	9.20167
ENSG00000272196.2	peaking	H120	31.7242
ENSG00000154122.12	peaking	H120	32.5371
ENSG00000171223.5	peaking	H120	51.6708
ENSG00000226124.6	upregulation	NA	0.49375
ENSG00000076258.9	upregulation	NA	0.495833
ENSG00000128918.14	upregulation	NA	0.552917
ENSG00000069667.15	upregulation	NA	0.56625
ENSG00000158813.17	upregulation	NA	0.589167
ENSG00000198756.10	upregulation	NA	0.589167
ENSG00000162896.5	upregulation	NA	0.5925
ENSG00000163815.5	upregulation	NA	0.5925
ENSG00000130762.14	upregulation	NA	0.5975
ENSG00000105707.13	upregulation	NA	0.614583
ENSG00000260861.6	upregulation	NA	0.640417
ENSG00000133317.14	upregulation	NA	0.641667
ENSG00000169432.14	upregulation	NA	0.645417
ENSG00000243649.8	upregulation	NA	0.65375
ENSG00000204390.9	upregulation	NA	0.67125
ENSG00000138411.10	upregulation	NA	0.677917
ENSG00000143842.14	upregulation	NA	0.686667
ENSG00000138185.17	upregulation	NA	0.69125
ENSG00000181004.9	upregulation	NA	0.71
ENSG00000135929.8	upregulation	NA	0.712083
ENSG00000105371.8	upregulation	NA	0.712917
ENSG00000134780.9	upregulation	NA	0.730417
ENSG00000092200.12	upregulation	NA	0.733333
ENSG00000167191.11	upregulation	NA	0.74125
ENSG00000130584.10	upregulation	NA	0.742917
ENSG00000100767.15	upregulation	NA	0.74375
ENSG00000108702.3	upregulation	NA	0.747083
ENSG00000197766.7	upregulation	NA	0.772917
ENSG00000112299.7	upregulation	NA	0.777917
ENSG00000173597.8	upregulation	NA	0.789583
ENSG00000158258.15	upregulation	NA	0.80375
ENSG00000150551.10	upregulation	NA	0.819167
ENSG00000250644.2	upregulation	NA	0.855417
ENSG00000163606.10	upregulation	NA	0.85625
ENSG00000101331.15	upregulation	NA	0.857917
ENSG00000176046.8	upregulation	NA	0.862917
ENSG00000125122.14	upregulation	NA	0.865
ENSG00000126460.10	upregulation	NA	0.87
ENSG00000181409.11	upregulation	NA	0.875
ENSG00000005884.17	upregulation	NA	0.889167
ENSG00000132000.11	upregulation	NA	0.889167
ENSG00000251201.8	upregulation	NA	0.90375
ENSG00000170271.10	upregulation	NA	0.907083
ENSG00000119865.8	upregulation	NA	0.911667
ENSG00000177311.10	upregulation	NA	0.914167
ENSG00000203710.10	upregulation	NA	0.914167
ENSG00000185897.6	upregulation	NA	0.932083
ENSG00000101213.6	upregulation	NA	0.932917
ENSG00000159733.13	upregulation	NA	0.936667
ENSG00000143502.14	upregulation	NA	0.956667
ENSG00000154258.16	upregulation	NA	0.956667
ENSG00000130052.13	upregulation	NA	0.959167
ENSG00000170775.2	upregulation	NA	0.96
ENSG00000188906.13	upregulation	NA	0.960833
ENSG00000107562.16	upregulation	NA	0.969583
ENSG00000112297.14	upregulation	NA	0.987917
ENSG00000137869.13	upregulation	NA	0.995417
ENSG00000104213.12	upregulation	NA	1.01208
ENSG00000274810.3	upregulation	NA	1.01208
ENSG00000175294.5	upregulation	NA	1.025
ENSG00000139629.15	upregulation	NA	1.035
ENSG00000106688.11	upregulation	NA	1.04625
ENSG00000117602.11	upregulation	NA	1.0475
ENSG00000197712.11	upregulation	NA	1.05333
ENSG00000197165.10	upregulation	NA	1.05875
ENSG00000139211.6	upregulation	NA	1.05958
ENSG00000183742.12	upregulation	NA	1.07208
ENSG00000179331.2	upregulation	NA	1.0775
ENSG00000254827.5	upregulation	NA	1.09417
ENSG00000087116.13	upregulation	NA	1.09875
ENSG00000139410.14	upregulation	NA	1.10417
ENSG00000140836.14	upregulation	NA	1.1125
ENSG00000155962.12	upregulation	NA	1.1125
ENSG00000163599.14	upregulation	NA	1.11333
ENSG00000107338.9	upregulation	NA	1.11542
ENSG00000118557.15	upregulation	NA	1.12167
ENSG00000111181.12	upregulation	NA	1.13
ENSG00000197635.9	upregulation	NA	1.1475
ENSG00000120217.13	upregulation	NA	1.14792
ENSG00000148483.8	upregulation	NA	1.15167
ENSG00000244242.1	upregulation	NA	1.155
ENSG00000197046.11	upregulation	NA	1.17542
ENSG00000173210.19	upregulation	NA	1.1775
ENSG00000093134.13	upregulation	NA	1.19958
ENSG00000104760.16	upregulation	NA	1.21
ENSG00000214274.9	upregulation	NA	1.21417
ENSG00000091106.18	upregulation	NA	1.22042
ENSG00000248871.1	upregulation	NA	1.23625
ENSG00000173110.7	upregulation	NA	1.24583
ENSG00000111961.16	upregulation	NA	1.2525
ENSG00000159374.17	upregulation	NA	1.28167
ENSG00000165655.15	upregulation	NA	1.28333
ENSG00000063438.16	upregulation	NA	1.29583
ENSG00000166578.9	upregulation	NA	1.30042
ENSG00000185340.15	upregulation	NA	1.315
ENSG00000075391.16	upregulation	NA	1.33583
ENSG00000179921.14	upregulation	NA	1.33875
ENSG00000138449.10	upregulation	NA	1.36125
ENSG00000137726.16	upregulation	NA	1.36625
ENSG00000122176.10	upregulation	NA	1.37417
ENSG00000173535.13	upregulation	NA	1.38833
ENSG00000123095.5	upregulation	NA	1.41417
ENSG00000117643.14	upregulation	NA	1.41583
ENSG00000135299.16	upregulation	NA	1.43292
ENSG00000172638.12	upregulation	NA	1.43708
ENSG00000188026.11	upregulation	NA	1.4375
ENSG00000145569.5	upregulation	NA	1.44167
ENSG00000105501.11	upregulation	NA	1.44875
ENSG00000154262.12	upregulation	NA	1.45
ENSG00000189350.12	upregulation	NA	1.45542
ENSG00000183578.5	upregulation	NA	1.45875
ENSG00000243414.5	upregulation	NA	1.46333
ENSG00000137959.15	upregulation	NA	1.46625
ENSG00000082438.15	upregulation	NA	1.46833
ENSG00000105352.10	upregulation	NA	1.48833
ENSG00000250510.7	upregulation	NA	1.49667
ENSG00000138378.17	upregulation	NA	1.52333
ENSG00000198515.13	upregulation	NA	1.5325
ENSG00000115295.19	upregulation	NA	1.53708
ENSG00000104447.11	upregulation	NA	1.54708
ENSG00000147576.15	upregulation	NA	1.55667
ENSG00000074416.13	upregulation	NA	1.57625
ENSG00000267120.3	upregulation	NA	1.57708
ENSG00000187474.4	upregulation	NA	1.58208
ENSG00000188483.7	upregulation	NA	1.60792
ENSG00000135604.9	upregulation	NA	1.62042
ENSG00000166289.5	upregulation	NA	1.62875
ENSG00000248905.8	upregulation	NA	1.62875
ENSG00000184221.12	upregulation	NA	1.63875
ENSG00000181374.7	upregulation	NA	1.68375
ENSG00000137462.6	upregulation	NA	1.69125
ENSG00000116729.13	upregulation	NA	1.73083
ENSG00000251380.3	upregulation	NA	1.7425
ENSG00000174370.9	upregulation	NA	1.76958
ENSG00000139132.14	upregulation	NA	1.77208
ENSG00000116151.13	upregulation	NA	1.80875
ENSG00000159763.3	upregulation	NA	1.86125
ENSG00000187808.4	upregulation	NA	1.89458
ENSG00000001036.13	upregulation	NA	1.90667
ENSG00000173482.16	upregulation	NA	1.9075
ENSG00000144959.9	upregulation	NA	1.94042
ENSG00000128805.14	upregulation	NA	1.94667
ENSG00000188060.6	upregulation	NA	1.95333
ENSG00000115318.11	upregulation	NA	1.96625
ENSG00000186642.15	upregulation	NA	1.97208
ENSG00000196639.6	upregulation	NA	1.98167
ENSG00000186352.8	upregulation	NA	2.00083
ENSG00000198223.15	upregulation	NA	2.03708
ENSG00000211445.11	upregulation	NA	2.06125
ENSG00000148219.16	upregulation	NA	2.08208
ENSG00000064886.13	upregulation	NA	2.09292
ENSG00000152766.5	upregulation	NA	2.10167
ENSG00000178562.17	upregulation	NA	2.11583
ENSG00000137449.15	upregulation	NA	2.11833
ENSG00000174791.10	upregulation	NA	2.19
ENSG00000141497.13	upregulation	NA	2.19958
ENSG00000138463.8	upregulation	NA	2.20625
ENSG00000205730.6	upregulation	NA	2.20917
ENSG00000121594.11	upregulation	NA	2.2125
ENSG00000090376.8	upregulation	NA	2.24417
ENSG00000075275.16	upregulation	NA	2.2475
ENSG00000143387.12	upregulation	NA	2.25667
ENSG00000181631.6	upregulation	NA	2.26375
ENSG00000111729.12	upregulation	NA	2.27042
ENSG00000168938.5	upregulation	NA	2.27208
ENSG00000100122.5	upregulation	NA	2.28542
ENSG00000103528.16	upregulation	NA	2.31875
ENSG00000178789.8	upregulation	NA	2.3275
ENSG00000173918.14	upregulation	NA	2.34167
ENSG00000126814.6	upregulation	NA	2.36
ENSG00000174130.12	upregulation	NA	2.40125
ENSG00000110002.15	upregulation	NA	2.41
ENSG00000188997.7	upregulation	NA	2.41917
ENSG00000137628.16	upregulation	NA	2.42167
ENSG00000152689.17	upregulation	NA	2.4525
ENSG00000130598.15	upregulation	NA	2.48458
ENSG00000132514.13	upregulation	NA	2.49833
ENSG00000134278.14	upregulation	NA	2.50708
ENSG00000147459.17	upregulation	NA	2.535
ENSG00000119686.9	upregulation	NA	2.54625
ENSG00000198719.8	upregulation	NA	2.55917
ENSG00000171729.13	upregulation	NA	2.58375
ENSG00000181826.9	upregulation	NA	2.58958
ENSG00000101197.12	upregulation	NA	2.59583
ENSG00000178726.6	upregulation	NA	2.6325
ENSG00000157168.18	upregulation	NA	2.6425
ENSG00000133106.14	upregulation	NA	2.64417
ENSG00000120162.9	upregulation	NA	2.64458
ENSG00000275385.1	upregulation	NA	2.65625
ENSG00000186522.14	upregulation	NA	2.69542
ENSG00000242732.4	upregulation	NA	2.72083
ENSG00000144668.11	upregulation	NA	2.72583
ENSG00000111860.13	upregulation	NA	2.73
ENSG00000169814.12	upregulation	NA	2.76417
ENSG00000130958.11	upregulation	NA	2.78292
ENSG00000018280.16	upregulation	NA	2.78875
ENSG00000185339.8	upregulation	NA	2.84417
ENSG00000126266.3	upregulation	NA	2.855
ENSG00000121769.7	upregulation	NA	2.86167
ENSG00000080200.9	upregulation	NA	2.89458
ENSG00000146859.6	upregulation	NA	2.90375
ENSG00000173166.17	upregulation	NA	2.91625
ENSG00000203747.9	upregulation	NA	2.9175
ENSG00000105697.7	upregulation	NA	2.92417
ENSG00000141574.7	upregulation	NA	2.92958
ENSG00000139117.13	upregulation	NA	2.93083
ENSG00000175395.15	upregulation	NA	2.96375
ENSG00000174132.8	upregulation	NA	3.00125
ENSG00000184500.14	upregulation	NA	3.05125
ENSG00000170873.18	upregulation	NA	3.05458
ENSG00000151117.8	upregulation	NA	3.06
ENSG00000103569.9	upregulation	NA	3.06917
ENSG00000133816.13	upregulation	NA	3.08708
ENSG00000164403.14	upregulation	NA	3.10292
ENSG00000152503.9	upregulation	NA	3.10792
ENSG00000163235.15	upregulation	NA	3.11
ENSG00000117228.9	upregulation	NA	3.11042
ENSG00000165886.4	upregulation	NA	3.12833
ENSG00000079215.13	upregulation	NA	3.155
ENSG00000008283.15	upregulation	NA	3.18958
ENSG00000109436.7	upregulation	NA	3.1975
ENSG00000161929.14	upregulation	NA	3.20875
ENSG00000182853.11	upregulation	NA	3.21125
ENSG00000177191.2	upregulation	NA	3.21583
ENSG00000163563.7	upregulation	NA	3.24458
ENSG00000070759.16	upregulation	NA	3.25625
ENSG00000148175.12	upregulation	NA	3.27292
ENSG00000099377.13	upregulation	NA	3.28583
ENSG00000109743.10	upregulation	NA	3.29292
ENSG00000139970.16	upregulation	NA	3.29708
ENSG00000151491.12	upregulation	NA	3.30458
ENSG00000167207.11	upregulation	NA	3.305
ENSG00000134247.9	upregulation	NA	3.33792
ENSG00000181885.18	upregulation	NA	3.34042
ENSG00000171365.15	upregulation	NA	3.34583
ENSG00000163803.12	upregulation	NA	3.35625
ENSG00000184588.17	upregulation	NA	3.37292
ENSG00000104043.14	upregulation	NA	3.40875
ENSG00000142552.7	upregulation	NA	3.48292
ENSG00000076351.12	upregulation	NA	3.48875
ENSG00000140488.15	upregulation	NA	3.48875
ENSG00000175040.5	upregulation	NA	3.52
ENSG00000137494.13	upregulation	NA	3.545
ENSG00000000971.15	upregulation	NA	3.55625
ENSG00000068097.14	upregulation	NA	3.58
ENSG00000166780.10	upregulation	NA	3.58708
ENSG00000164674.15	upregulation	NA	3.59167
ENSG00000121797.9	upregulation	NA	3.61083
ENSG00000109787.12	upregulation	NA	3.62375
ENSG00000138623.9	upregulation	NA	3.63292
ENSG00000142875.19	upregulation	NA	3.66708
ENSG00000282608.1	upregulation	NA	3.67875
ENSG00000102796.10	upregulation	NA	3.68833
ENSG00000064201.15	upregulation	NA	3.74542
ENSG00000111885.6	upregulation	NA	3.75958
ENSG00000124788.17	upregulation	NA	3.76458
ENSG00000164983.7	upregulation	NA	3.7875
ENSG00000096996.15	upregulation	NA	3.79958
ENSG00000235568.6	upregulation	NA	3.8675
ENSG00000264343.5	upregulation	NA	3.9025
ENSG00000196511.13	upregulation	NA	3.94333
ENSG00000184384.13	upregulation	NA	3.95
ENSG00000073331.17	upregulation	NA	3.98833
ENSG00000255833.1	upregulation	NA	4.00667
ENSG00000140332.15	upregulation	NA	4.02833
ENSG00000221869.4	upregulation	NA	4.03375
ENSG00000116574.5	upregulation	NA	4.04792
ENSG00000067208.14	upregulation	NA	4.05458
ENSG00000119986.6	upregulation	NA	4.05542
ENSG00000136098.16	upregulation	NA	4.06958
ENSG00000213889.10	upregulation	NA	4.08125
ENSG00000151474.19	upregulation	NA	4.08875
ENSG00000170190.15	upregulation	NA	4.1075
ENSG00000132357.13	upregulation	NA	4.12292
ENSG00000167995.15	upregulation	NA	4.15583
ENSG00000138640.14	upregulation	NA	4.16125
ENSG00000169508.6	upregulation	NA	4.22958
ENSG00000147883.10	upregulation	NA	4.23
ENSG00000115170.13	upregulation	NA	4.26875
ENSG00000113742.12	upregulation	NA	4.28917
ENSG00000187098.14	upregulation	NA	4.305
ENSG00000105967.15	upregulation	NA	4.30875
ENSG00000026751.16	upregulation	NA	4.31208
ENSG00000102760.12	upregulation	NA	4.40208
ENSG00000082397.16	upregulation	NA	4.41208
ENSG00000162924.13	upregulation	NA	4.44208
ENSG00000115129.13	upregulation	NA	4.44333
ENSG00000244274.7	upregulation	NA	4.46
ENSG00000152315.4	upregulation	NA	4.4775
ENSG00000136040.8	upregulation	NA	4.51333
ENSG00000166311.9	upregulation	NA	4.51708
ENSG00000010610.9	upregulation	NA	4.52208
ENSG00000130150.11	upregulation	NA	4.54
ENSG00000137393.9	upregulation	NA	4.55125
ENSG00000138119.16	upregulation	NA	4.60333
ENSG00000022567.9	upregulation	NA	4.61083
ENSG00000178234.12	upregulation	NA	4.64167
ENSG00000131725.13	upregulation	NA	4.66833
ENSG00000170412.16	upregulation	NA	4.77167
ENSG00000183087.14	upregulation	NA	4.84708
ENSG00000177614.9	upregulation	NA	4.8475
ENSG00000173391.8	upregulation	NA	4.86708
ENSG00000166188.2	upregulation	NA	4.87
ENSG00000164010.13	upregulation	NA	4.87708
ENSG00000175899.14	upregulation	NA	4.89375
ENSG00000196329.11	upregulation	NA	4.91917
ENSG00000173517.10	upregulation	NA	4.93375
ENSG00000003400.14	upregulation	NA	4.99292
ENSG00000167261.13	upregulation	NA	5.06292
ENSG00000187554.11	upregulation	NA	5.07958
ENSG00000185482.7	upregulation	NA	5.11667
ENSG00000196664.4	upregulation	NA	5.13542
ENSG00000179715.12	upregulation	NA	5.13625
ENSG00000130340.14	upregulation	NA	5.18458
ENSG00000176463.13	upregulation	NA	5.21458
ENSG00000168995.13	upregulation	NA	5.22417
ENSG00000156113.20	upregulation	NA	5.29792
ENSG00000181045.14	upregulation	NA	5.43708
ENSG00000133812.14	upregulation	NA	5.46167
ENSG00000158186.12	upregulation	NA	5.52917
ENSG00000129757.12	upregulation	NA	5.54917
ENSG00000171943.11	upregulation	NA	5.55167
ENSG00000134460.15	upregulation	NA	5.55208
ENSG00000196730.12	upregulation	NA	5.64292
ENSG00000082781.11	upregulation	NA	5.66875
ENSG00000162078.11	upregulation	NA	5.77417
ENSG00000176597.11	upregulation	NA	5.78042
ENSG00000159640.15	upregulation	NA	5.78417
ENSG00000171777.15	upregulation	NA	5.81458
ENSG00000171115.3	upregulation	NA	5.87208
ENSG00000270629.5	upregulation	NA	5.88917
ENSG00000092068.18	upregulation	NA	5.93042
ENSG00000163110.14	upregulation	NA	5.94583
ENSG00000175073.7	upregulation	NA	5.96542
ENSG00000188419.13	upregulation	NA	6.01542
ENSG00000099785.10	upregulation	NA	6.0475
ENSG00000139567.12	upregulation	NA	6.05417
ENSG00000165476.13	upregulation	NA	6.12042
ENSG00000204520.12	upregulation	NA	6.15708
ENSG00000133561.15	upregulation	NA	6.17792
